設置場所名称,所在地,電話番号,営業時間,急速充電器基数,普通充電器基数,加盟・提携区分,施設カテゴリー,ネットワーク事業者,新規,新規設置利用開始日,備考
トヨタカローラ熊本　水俣店,熊本県水俣市桜井町２丁目１－１,0966-63-5121,10:00 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】毎週火曜日、第一月曜日。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。
ネッツトヨタ熊本　水俣店,熊本県水俣市昭和町２丁目１－５,0966-63-1265,10:00 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】火曜日、第1月曜、他祝日。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。 
熊本トヨペット　水俣店,熊本県水俣市港町１－３－１,0966-63-3002,09:30 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】第一月曜日・毎週火曜日・祝日。ＧＷ、年末年始など不定期に停止することがあります。充電１回１時間迄。詳細は店舗へお問い合わせください。
熊本トヨタ　水俣店,熊本県水俣市港町１丁目１番１０号,0966-63-2244,09:30 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日等】毎週火曜。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。
熊本三菱自動車販売（株）　玉名店,熊本県玉名市築地１０３,0968-72-4177,24時間営業,1,0,提携,自動車ディーラー,エネゲート,,,【定休日等】　原則なし（メンテナンス日）
車検のコバック玉名築地店,熊本県玉名市築地３１２－７,0968-74-3331,24時間営業,1,0,提携,その他,エネゲート,,,
熊本日産玉名支店,熊本県玉名市岱明町西照寺６８０－１,096-354-0120,24時間営業,1,0,提携,自動車ディーラー,JCN,,,【定休日等】年末年始・ＧＷ・お盆等長期休暇については日産自動車ホームページをご確認下さい。
司ロイヤルホテル,熊本県玉名市立願寺字筒浦５２２－１,,24時間営業,1,0,加盟,宿泊施設,日本ユニシス,,,
日産プリンス熊本玉名支店,熊本県玉名市岱明町上６５ー１,0968-57-3100,24時間営業,1,0,提携,自動車ディーラー,日本ユニシス,,,【定休日等】年末年始・ＧＷ・お盆等長期休暇については日産自動車ホームページをご確認下さい。
トヨタカローラ熊本　玉名店,熊本県玉名市築地４３８－１,0968-73-2103,10:00 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】毎週火曜日、第一月曜日。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。
ネッツトヨタ中九州　ネッツスクエア玉名店,熊本県玉名市大倉７３２－１,0968-74-3411,10:00 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日等】毎週火曜。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。
熊本トヨペット　玉名店,熊本県玉名市中字河原１１９１－２,0968-72-0001,09:30 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】第一月曜日・毎週火曜日・祝日。ＧＷ、年末年始など不定期に停止することがあります。充電１回１時間迄。詳細は店舗へお問い合わせください。
熊本トヨタ　玉名店,熊本県玉名市岱明町庄山６３４－１,0968-73-2233,09:30 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日等】毎週火曜。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。
ネッツトヨタ熊本　玉名店,熊本県玉名市岱明町庄山６３４－５,0968-57-5100,10:00 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日等】毎週火曜。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。
三菱自動車サテライトショップ山鹿,熊本県山鹿市方保田４７７番地,0968-46-3151,24時間営業,1,0,提携,自動車ディーラー,エネゲート,,,
グリーンスクエア,熊本県山鹿市南島１４２－１,0968-44-2333,24時間営業,1,0,提携,小売店舗,エネゲート,,,
温泉センター　フローラ,熊本県山鹿市平山５２３５,0968-44-5888,24時間営業,1,0,提携,観光施設,エネゲート,,,
日産プリンス熊本山鹿支店,熊本県山鹿市方保田３５１３－２,0968-43-5148,24時間営業,1,0,提携,自動車ディーラー,JCN,,,【定休日等】年末年始・ＧＷ・お盆等長期休暇については日産自動車ホームページをご確認下さい。
道の駅鹿北　小栗郷,熊本県山鹿市鹿北町岩野４１８６－１３０,0968-32-4111,24時間営業,1,0,加盟,道の駅,日本ユニシス,,,
トヨタカローラ熊本　山鹿店,熊本県山鹿市大橋通８０１,0968-44-2101,10:00 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】毎週火曜日、第一月曜日。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。
ネッツトヨタ熊本　山鹿店,熊本県山鹿市鹿本町御宇田６７９－１,0968-42-3200,10:00 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】火曜日、第1月曜、他祝日。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。 
熊本トヨペット　山鹿店,熊本県山鹿市鹿本町御宇田３３４－３,0968-42-3100,09:30 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】第一月曜日・毎週火曜日・祝日。ＧＷ、年末年始など不定期に停止することがあります。充電１回１時間迄。詳細は店舗へお問い合わせください。
熊本トヨタ　山鹿店,熊本県山鹿市南島１２６２－１,0968-43-5000,09:30 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日等】毎週火曜。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。
道の駅　七城メロンドーム,熊本県菊池市七城町岡田３０６,,24時間営業,2,0,提携,道の駅,エネゲート,,,
道の駅　泗水,熊本県菊池市泗水町豊水３３９３,,24時間営業,1,0,提携,道の駅,エネゲート,,,
旬食茶寮　むらもと,熊本県菊池市野間口５１５－１,,11:00 ～ 22:00,1,0,提携,飲食店,エネゲート,,,【定休日等】水曜日（定休日）
道の駅旭志,熊本県菊池市泗水町住吉字道田原１２８２－１,,24時間営業,1,0,加盟,道の駅,日本ユニシス,,,１２／３１～１／２
トヨタカローラ熊本　菊池店,熊本県菊池市大琳寺９１－３,0968-24-3191,10:00 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】毎週火曜日、第一月曜日。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。
熊本日産宇城支店,熊本県宇土市松山町４３８５,096-354-0120,24時間営業,1,0,提携,自動車ディーラー,JCN,,,【定休日等】年末年始・ＧＷ・お盆等長期休暇については日産自動車ホームページをご確認下さい。
カインズ熊本宇土店,熊本県宇土市三拾町１７１,,09:30 ～ 20:00,2,0,提携,大規模小売店舗,e-Moblity Power,,,
トヨタカローラ熊本　宇土店,熊本県宇土市境目町３９０－２,0964-23-2111,10:00 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】毎週火曜日、第一月曜日。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。
日本料理　あじさい,熊本県宇土市城塚町１７１－１,0964-22-1188,11:00 ～ 22:00,0,2,加盟,飲食店,日本ユニシス,,,【定休日等】水曜日・年末年始
道の駅上天草さんぱーる,熊本県上天草市大矢野町中１１５８２－２４,0964-58-5600,08:00 ～ 18:00,1,0,加盟,小売店舗,エネゲート,,,【定休日等】元旦　
トヨタカローラ熊本　大矢野店,熊本県上天草市大矢野町上１５０１－１,0964-56-3398,10:00 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】毎週火曜日、第一月曜日。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。
道の駅　うき,熊本県宇城市松橋町久具７５７－３,,24時間営業,2,0,提携,道の駅,エネゲート,,,
道の駅　不知火,熊本県宇城市不知火町永尾１９１０－１,,24時間営業,2,0,提携,道の駅,エネゲート,,,
デイリーヤマザキ宇城曲野店,熊本県宇城市松橋町曲野２９４２－１,,24時間営業,1,0,提携,コンビニエンスストア,エネゲート,,,
イオンモール宇城,熊本県宇城市小川町河江１－１,0964-34-6600,10:00 ～ 21:00,1,0,提携,大規模小売店舗,NEC,,,
イオンモール宇城,熊本県宇城市小川町河江１－１,0964-34-6600,10:00 ～ 21:00,0,10,提携,大規模小売店舗,NEC,,,
ネッツトヨタ熊本　松橋店,熊本県宇城市松橋町両仲間９７－１,0964-33-1166,10:00 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】火曜日、第1月曜、他祝日。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。 
熊本トヨペット　宇城店,熊本県宇城市不知火町御領８８－３,0964-25-2170,09:30 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日情報】第一月曜日・毎週火曜日・祝日。ＧＷ、年末年始など不定期に停止することがあります。充電１回１時間迄。詳細は店舗へお問い合わせください。
熊本トヨタ　宇城店,熊本県宇城市不知火町御領８８－４,0964-33-3711,10:00 ～ 18:00,0,1,提携,自動車ディーラー,トヨタコネクティッド,,,【定休日等】毎週火曜。GW、年末年始など不定期に停止することがあります。充電時間1回1時間迄。詳細は店舗へお問合せください。
オートギャラリー乙姫,熊本県阿蘇市乙姫１７６１,0967-32-5557,24時間営業,1,0,提携,その他,エネゲート,,,
ＮＰＯ法人　ＡＳＯ田園空間博物館,熊本県阿蘇市黒川１４４０－１,0967-35-5088,24時間営業,1,0,提携,道の駅,エネゲート,,,
阿蘇市はな阿蘇美,熊本県阿蘇市小里７８１,,24時間営業,1,0,提携,道の駅,エネゲート,,,
